belboon productnumber	belboon programid	productnumber	EAN	productname	manufacturername	brandname	currentprice	oldprice	currency	validfrom	validuntil	deeplinkurl	basketurl	imagesmallurl	imagesmallheight	imagesmallwidth	imagebigurl	imagebigheight	imagebigwidth	productcategory	belboonproductcategory	productkeywords	productdescriptionshort	productdescriptionslong	lastupdate	shipping	availability	option1	option2	option3	option4	option5
14332_116938_180088	14332	180088		Kultbag Tasche Deejay grau weiss			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-deejay-lkw-plane-grau-weiss.html		http://www.sneakerworld.de/media/images/kultbag-tasche-83-thmb.jpg			http://www.sneakerworld.de/media/images/kultbag-tasche-83.jpg			Taschen Kultbag		Kultbag Tasche Deejay grey white Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane grau weiss		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_1639/60	14332	1639/60		Whos that girl Tasche braun			45					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-whos-that-girl/whos-that-girl-tasche-braun-brandy2.html		http://www.sneakerworld.de/media/images/whos-that-girl-tasche-rotbraun-thmb.jpg			http://www.sneakerworld.de/media/images/whos-that-girl-tasche-rotbraun.jpg			Taschen Whos that girl		Whos that girl Handtasche brandy Online Shop	Whos that girl Handtasche mit Tragehenkeln in braun		2009-09-22 14:26		2-3 Werktage	whos that girl Fashion				
14332_116938_1637/90	14332	1637/90		Whos that girl Tasche schwarz			45					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-whos-that-girl/whos-that-girl-tasche-schwarz.html		http://www.sneakerworld.de/media/images/whos-that-girl-tasche-schwarz-thmb.jpg			http://www.sneakerworld.de/media/images/whos-that-girl-tasche-schwarz.jpg			Taschen Whos that girl		Whos that girl Handtasche black Online Shop	Whos that girl Handtasche mit Tragehenkeln in schwarz		2009-09-22 14:26		2-3 Werktage	whos that girl Fashion				
14332_116938_246/50P	14332	246/50P		Whos that girl Tasche grÃÂ¼n			69					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-whos-that-girl/whos-that-girl-tasche-gruen.html		http://www.sneakerworld.de/media/images/whos-that-girl-tasche-green-thmb.jpg			http://www.sneakerworld.de/media/images/whos-that-girl-tasche-green.jpg			Taschen Whos that girl		Whos that girl Handtasche green Online Shop	Whos that girl Handtasche green		2009-09-22 14:26		2-3 Werktage	whos that girl Fashion				
14332_116938_180083	14332	180083		Kultbag Tasche Nightlife grau schwarz			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-grau-schwarz.html		http://www.sneakerworld.de/media/images/kultbag-tasche-53-thmb.jpg			http://www.sneakerworld.de/media/images/kultbag-tasche-53.jpg			Taschen Kultbag		Kultbag Tasche Nightlife grau schwarz Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_34742602	14332	34742602		The Clyde Hall of Game - original Oldschool Sneakers by Puma in rot-schwarz-weiss			84.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/puma-sneakers-schuhe-herren-clyde-hall-of-game.html		http://www.sneakerworld.de/media/images/puma-schuhe-puma-clyde-hall-of-game-red-black-white-34742602-thumb-2.jpg			http://www.sneakerworld.de/media/images/puma-schuhe-puma-clyde-hall-of-game-red-black-white-34742602-2.jpg			neue Herrensneakers			Oldschoolige Basketballschuhe von Puma in red/black/white - Sneakers		2009-09-22 14:26		3 Werktage	Puma Schuhe				
14332_116938_34539216	14332	34539216		Puma Sneakers Herren Schuhe 917 Mid grÃÂ¼n			59.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/puma-sneakers-herren-917-mid-gruen-treetop.html		http://www.sneakerworld.de/media/images/puma-34539216-thmb.jpg			http://www.sneakerworld.de/media/images/puma-34539216.jpg			neue Herrensneakers		Puma Sneaker for man 917 Mid treetop whisper vetiver Online Shop	Canvas MÃÂ¶chtegern-Chuck Schuhe von Puma - der Toptrend der Saison		2009-09-22 14:26		2-3 Werktage	Puma Schuhe				
14332_116938_34874402	14332	34874402		Puma Sneakers Schuhe Herren Artikel 61 schwarz			99.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/puma-sneakers-schuhe-herren-artikel-61-schwarz.html		http://www.sneakerworld.de/media/images/puma-schuhe-puma-artikel-61-black-gum-whisper-white-34874402-thmb-2.jpg			http://www.sneakerworld.de/media/images/puma-schuhe-puma-artikel-61-black-gum-whisper-white-34874402-2.jpg			neue Herrensneakers		Puma Sneakers Schuhe Herren Artikel 61 schwarz Online Shop	sportliche Schuhe von Puma aus dem Archiv in schwarz gum		2009-09-22 14:26		2-3 Werktage	Puma Schuhe				
14332_116938_2812-301-20	14332	2812-301-20		Vagabond Schuhe Pumps Poppy schwarz			59.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/neue-damenschuhe/vagabond-schuhe-pumps-damen-woman-schwarz2.html		http://www.sneakerworld.de/media/images/vagabond_pumps_schwarz_2812-301-20_thmb-2.jpg			http://www.sneakerworld.de/media/images/vagabond_pumps_schwarz_2812-301-20-2.jpg			neue Damenschuhe		Vagabond Damenschuhe Pumps Poppy schwarz bequem tÃÂ¤glich 2812-301-20 Online Shop	Bequeme Vagabond Damenschuhe Pumps		2009-09-22 14:26		2-3 Werktage	Vagabond Damenschuhe				
14332_116938_20720201	14332	20720201		VIA UNO - Damen Schuhe Sandalette			69.5					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/schuhe-damen/via-uno-schuhe-stiefel/via-uno-sandalette-cream-2.html		http://www.sneakerworld.de/media/images/via_uno_sandale_20720201_bronze_thb.jpg			http://www.sneakerworld.de/media/images/via_uno_sandale_20720201_bronze.jpg			via uno schuhe		VIA UNO Schuhe - damen woman Sandallette cream versandkostenfrei im Online Shop	Via Uno Sandalette bronze		2009-09-22 14:26		3 Werktage	VIA UNO Damenschuhe				
14332_116938_5-5-25307-23541	14332	5-5-25307-23541		Comma Damenschuhe Stiefelette Viola			99.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/neue-damenschuhe/comma-schuhe-stiefeletten-damen-woman-rot.html		http://www.sneakerworld.de/media/images/comma_stiefelette_5-5-253307-23541_thmb.jpg			http://www.sneakerworld.de/media/images/comma_stiefelette_5-5-253307-23541.jpg			neue Damenschuhe		Comma Damenschuhe Stiefeletten geschÃÂ¤ftlich exklusiv viola rot 5-5-25307-23541 Online Shop	schÃÂ¶ne Damenschuhe Viola von Comma		2009-09-22 14:26		2-3 Werktage	Comma Damenschuhe				
14332_116938_2818-001-36	14332	2818-001-36		Vagabond Damenschuhe Leder - Stiefel in braun			129.95					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/neuheiten/neue-damenschuhe/vagabond-schuhe-stiefel-damen-woman-braun.html		http://www.sneakerworld.de/media/images/vagabond_stiefel_braun_2818-001-36_thmb.jpg			http://www.sneakerworld.de/media/images/vagabond_stiefel_braun_2818-001-36.jpg			neue Damenschuhe		Vagabond Damenschuhe Stiefel braun 2818-001-36 exklusiv, bequem, tÃÂ¤glich, geschÃÂ¤ftlich Online Shop	SchÃÂ¶ne Damenschuhe Stiefel von Vagabond aus braunem Leder		2009-09-22 14:26		2-3 Werktage	Vagabond Damenschuhe				
14332_116938_180105	14332	180105		Kultbag Tasche Nightlife rot weiss schwarz `n.de`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-weiss-rot.html		http://www.sneakerworld.de/media/images/kultbag_nde_rot_180105_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_nde_rot_180105.jpg			Taschen Kultbag		Kultbag Tasche Nightlife weiss rot schwarz 180105 "n.de" Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180101	14332	180101		Kultbag Tasche Nightlife `iet` blau beige			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-beige-iet.html		http://www.sneakerworld.de/media/images/kultbag_iet_beige_180101_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_iet_beige_180101.jpg			Taschen Kultbag		Kultbag Tasche Nightlife weiss hellblau beige "iet" 180101 Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180102	14332	180102		Kultbag Tasche Nightlife `ern` gelb weiss			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-gelb-weiss2.html		http://www.sneakerworld.de/media/images/kultbag_ern_gelb_180102_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_ern_gelb_180102.jpg			Taschen Kultbag			Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180108	14332	180108		Kultbag Tasche Nightlife `U` rot weiss			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-rot-weiss2.html		http://www.sneakerworld.de/media/images/kultbag_u_rot_180108_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_u_rot_180108.jpg			Taschen Kultbag		Kultbag Tasche Nightlife weiss rot "U" 180108 Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180109	14332	180109		Kultbag Tasche Nightlife `Tanne` grÃÂ¼n, beige			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-gruen-creme.html		http://www.sneakerworld.de/media/images/kultbag_tanne_gruen_180109_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_tanne_gruen_180109.jpg			Taschen Kultbag		Kultbag Tasche Nightlife weiss creme gruen "Tanne" 180109 Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180106	14332	180106		Kultbag Tasche Nightlife gelb blau `CBM`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-gelb-blau.html		http://www.sneakerworld.de/media/images/kultbag_cbm_gelbblau_180106_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_cbm_gelbblau_180106.jpg			Taschen Kultbag		Kultbag Tasche Nightlife gelb blau 180106 "CBM" Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180098	14332	180098		Kultbag Tasche Nightlife silber `EM AL United`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-silber-blau.html		http://www.sneakerworld.de/media/images/kultbag_emalunited_silber_180098_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_emalunited_silber_180098.jpg			Taschen Kultbag		Kultbag Tasche Nightlife silber blau 180098 "EM AL United " Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180107	14332	180107		Kultbag Tasche Nightlife grau blau `1.:2`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-grau-blau.html		http://www.sneakerworld.de/media/images/kultbag_12_graublau_180107_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_12_graublau_180107.jpg			Taschen Kultbag		Kultbag Tasche Nightlife grau blau 180107 "1.:2 " Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180100	14332	180100		Kultbag Tasche Nightlife weiss blau `TEL`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-weiss-blau2.html		http://www.sneakerworld.de/media/images/kultbag_tel_weissblau_180100_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_tel_weissblau_180100.jpg			Taschen Kultbag		Kultbag Tasche Nightlife weiss blau 180100 "TEL" Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180103	14332	180103		Kultbag Tasche Nightlife grau silber `HW`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-grau-silber.html		http://www.sneakerworld.de/media/images/kultbag_hw_grausilber_180103_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_hw_grausilber_180103.jpg			Taschen Kultbag		Kultbag Tasche Nightlife grau silber 180103 "HW" Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
14332_116938_180104	14332	180104		Kultbag Tasche Nightlife grÃÂ¼n, gelb, blau `42`			94.9					http://www1.belboon.de/adtracking/02d12508286a01c8ca0037fc.html/&deeplink=http://www.sneakerworld.de/taschen/taschen-kultbag/kultbag-tasche-nightlife-lkw-plane-gruen-gelb.html		http://www.sneakerworld.de/media/images/kultbag_42_gruengelb_180104_thmb.jpg			http://www.sneakerworld.de/media/images/kultbag_42_gruengelb_180104.jpg			Taschen Kultbag		Kultbag Tasche Nightlife grÃÂ¼n gelb blau 180104 "42" Online Shop	Tasche mit Becken- und Schultertragegurt von Kultbag aus LKW-Plane mit Aufdruck		2009-09-22 14:26		2-3 Werktage	Kultbag Bernd DÃÂ¶rr Recycling Taschen				
